Date,Grade,Caliper,Width,Tons,Plant,Mill
2/8/2016,AKOS,72-18-F,64.5,417.4705,PLT00068,Macon
2/9/2016,AKOS,72-18-F,35.5,190.7905,PLT00068,Macon
2/9/2016,AKOS,72-18-F,64.5,285.786,PLT00068,Macon
2/10/2016,AKOS,72-18-F,35.5,143.429,PLT00068,Macon
2/10/2016,AKOS,72-18-F,64.5,303.9945,PLT00068,Macon
2/11/2016,AKOS,72-18-F,35.5,139.582,PLT00068,Macon
2/14/2016,AKOS,72-18-F,64.5,46.869,PLT00068,Macon
2/15/2016,AKOS,72-18-F,64.5,424.62,PLT00068,Macon
2/16/2016,AKOS,72-18-F,64.5,114.503,PLT00068,Macon
2/20/2016,AKOS,72-18-F,64.5,117.69,PLT00068,Macon
2/21/2016,AKOS,72-18-F,64.5,281.8395,PLT00068,Macon
2/22/2016,AKOS,72-18-F,64.5,94.903,PLT00068,Macon
2/23/2016,AKOS,72-18-W,61,435.289,PLT00068,Macon
2/24/2016,AKOS,72-18-F,64.5,51.2665,PLT00068,Macon
2/25/2016,AKOS,72-18-F,64.5,278.836,PLT00068,Macon
2/26/2016,AKOS,72-18-W,61,3.4145,PLT00068,Macon
2/26/2016,AKOS,72-18-F,64.5,273.3515,PLT00068,Macon
2/27/2016,AKOS,72-18-F,64.5,543.9005,PLT00068,Macon
2/28/2016,AKOS,72-18-F,64.5,494.5015,PLT00068,Macon
2/29/2016,AKOS,72-18-W,61,41.4505,PLT00068,Macon
3/1/2016,AKOS,72-18-W,61,124.7255,PLT00068,Macon
3/3/2016,AKOS,72-18-F,64.5,262.268,PLT00068,Macon
3/4/2016,AKOS,72-18-F,64.5,568.8625,PLT00068,Macon
3/7/2016,AKOS,72-21-W,42.5,31.2825,PLT00068,Macon
3/9/2016,AKOS,72-18-F,64.5,35.706,PLT00068,Macon
3/10/2016,AKOS,72-18-F,64.5,785.3905,PLT00068,Macon
3/11/2016,AKOS,72-18-F,64.5,303.5495,PLT00068,Macon
3/12/2016,AKOS,72-18-F,64.5,281.5895,PLT00068,Macon
3/15/2016,AKOS,72-18-F,35.5,2.132,PLT00068,Macon
3/15/2016,AKOS,72-18-F,64.5,58.845,PLT00068,Macon
3/16/2016,AKOS,72-18-F,64.5,93.8665,PLT00068,Macon
3/17/2016,AKOS,72-18-F,64.5,285.1895,PLT00068,Macon
3/18/2016,AKOS,72-18-F,64.5,262.1465,PLT00068,Macon
3/19/2016,AKOS,72-18-F,64.5,472.7035,PLT00068,Macon
3/20/2016,AKOS,72-18-F,64.5,309.447,PLT00068,Macon
3/21/2016,AKOS,72-18-F,35.5,28.4735,PLT00068,Macon
3/21/2016,AKOS,72-18-F,64.5,74.686,PLT00068,Macon
3/22/2016,AKOS,72-18-F,64.5,166.359,PLT00068,Macon
3/23/2016,AKOS,72-18-F,64.5,68.269,PLT00068,Macon
3/24/2016,AKOS,72-18-F,64.5,161.009,PLT00068,Macon
3/26/2016,AKOS,72-18-F,64.5,23.1925,PLT00068,Macon
3/27/2016,AKOS,72-18-F,64.5,675.039,PLT00068,Macon
3/28/2016,AKOS,72-18-F,64.5,302.603,PLT00068,Macon
3/29/2016,AKOS,72-18-F,35.5,175.3035,PLT00068,Macon
3/29/2016,AKOS,72-18-W,61,21.708,PLT00068,Macon
3/29/2016,AKOS,72-18-F,64.5,46.073,PLT00068,Macon
3/30/2016,AKOS,72-18-F,35.5,196.4115,PLT00068,Macon
3/31/2016,AKOS,72-18-F,35.5,41.4,PLT00068,Macon
4/2/2016,AKOS,72-21-W,42.5,7.148,PLT00068,Macon
4/3/2016,AKOS,72-18-F,64.5,278.9995,PLT00068,Macon
4/5/2016,AKOS,72-18-F,64.5,69.2435,PLT00068,Macon
4/6/2016,AKOS,72-18-F,64.5,160.795,PLT00068,Macon
4/7/2016,AKOS,72-18-F,35.5,95.6655,PLT00068,Macon
4/7/2016,AKOS,72-18-F,64.5,92.5155,PLT00068,Macon
4/8/2016,AKOS,72-18-F,64.5,671.0765,PLT00068,Macon
4/8/2016,AKOS,72-20-W,39,168.4285,PLT00068,Macon
4/9/2016,AKOS,72-18-F,64.5,510.921,PLT00068,Macon
4/12/2016,AKOS,72-18-W,61,166.7365,PLT00068,Macon
4/12/2016,AKOS,72-18-F,64.5,165.2775,PLT00068,Macon
4/13/2016,AKOS,72-18-F,35.5,63.1395,PLT00068,Macon
4/14/2016,AKOS,72-18-F,35.5,84.411,PLT00068,Macon
4/15/2016,AKOS,72-18-F,64.5,92.848,PLT00068,Macon
4/16/2016,AKOS,72-18-F,64.5,255.1935,PLT00068,Macon
4/17/2016,AKOS,72-20-W,39,88.8105,PLT00068,Macon
4/18/2016,AKOS,72-18-F,64.5,185.134,PLT00068,Macon
4/18/2016,AKOS,72-20-W,39,88.161,PLT00068,Macon
4/19/2016,AKOS,72-18-W,61,63.7935,PLT00068,Macon
4/19/2016,AKOS,72-18-F,64.5,182.233,PLT00068,Macon
4/20/2016,AKOS,72-18-F,64.5,240.0235,PLT00068,Macon
4/21/2016,AKOS,72-18-F,64.5,128.5745,PLT00068,Macon
4/22/2016,AKOS,72-18-F,64.5,80.5085,PLT00068,Macon
4/23/2016,AKOS,72-18-F,64.5,198.467,PLT00068,Macon
4/23/2016,AKOS,72-20-W,39,19.998,PLT00068,Macon
4/24/2016,AKOS,72-18-F,64.5,211.1,PLT00068,Macon
4/25/2016,AKOS,72-18-F,64.5,117.11,PLT00068,Macon
4/26/2016,AKOS,72-18-F,64.5,95.862,PLT00068,Macon
4/27/2016,AKOS,72-18-F,64.5,161.8715,PLT00068,Macon
4/28/2016,AKOS,72-18-F,64.5,183.4925,PLT00068,Macon
4/29/2016,AKOS,72-18-F,64.5,369.4175,PLT00068,Macon
4/30/2016,AKOS,72-18-F,64.5,160.643,PLT00068,Macon
4/30/2016,AKOS,72-21-W,56.25,87.91,PLT00068,Macon
5/1/2016,AKOS,72-21-W,56.25,43.5675,PLT00068,Macon
5/2/2016,AKOS,72-18-F,64.5,137.593,PLT00068,Macon
5/2/2016,AKOS,72-21-W,56.25,65.3275,PLT00068,Macon
5/3/2016,AKOS,72-18-F,35.5,79.5755,PLT00068,Macon
5/3/2016,AKOS,72-18-F,64.5,91.8245,PLT00068,Macon
5/5/2016,AKOS,72-18-F,35.5,148.2555,PLT00068,Macon
5/5/2016,AKOS,72-18-F,64.5,76.6155,PLT00068,Macon
5/6/2016,AKOS,72-18-F,35.5,145.601,PLT00068,Macon
5/6/2016,AKOS,72-18-F,64.5,567.476,PLT00068,Macon
5/7/2016,AKOS,72-18-F,64.5,576.996,PLT00068,Macon
5/9/2016,AKOS,72-18-F,64.5,116.5115,PLT00068,Macon
5/10/2016,AKOS,72-18-F,64.5,70.249,PLT00068,Macon
5/12/2016,AKOS,72-18-F,35.5,48.8105,PLT00068,Macon
5/12/2016,AKOS,72-18-F,64.5,140.143,PLT00068,Macon
5/13/2016,AKOS,72-18-F,64.5,252.3745,PLT00068,Macon
5/13/2016,AKOS,72-21-W,56.25,18.47,PLT00068,Macon
5/14/2016,AKOS,72-18-F,64.5,320.326,PLT00068,Macon
5/15/2016,AKOS,72-18-F,64.5,300.609,PLT00068,Macon
5/15/2016,AKOS,72-20-W,43.75,11.9705,PLT00068,Macon
5/16/2016,AKOS,72-18-F,64.5,138.444,PLT00068,Macon
5/17/2016,AKOS,72-18-F,64.5,401.9355,PLT00068,Macon
5/17/2016,AKOS,72-20-W,43.75,4.9535,PLT00068,Macon
5/18/2016,AKOS,72-18-F,64.5,343.1385,PLT00068,Macon
5/19/2016,AKOS,72-18-F,64.5,111.501,PLT00068,Macon
5/20/2016,AKOS,72-18-F,64.5,22.602,PLT00068,Macon
5/21/2016,AKOS,72-18-F,64.5,120.5465,PLT00068,Macon
5/23/2016,AKOS,72-18-F,64.5,180.81,PLT00068,Macon
5/25/2016,AKOS,72-21-W,42.5,319.8,PLT00068,Macon
5/25/2016,AKOS,72-21-W,56.25,129.956,PLT00068,Macon
5/26/2016,AKOS,72-21-W,42.5,42.327,PLT00068,Macon
5/26/2016,AKOS,72-21-W,56.25,62.98,PLT00068,Macon
5/27/2016,AKOS,72-18-F,64.5,81.4415,PLT00068,Macon
5/27/2016,AKOS,72-21-W,42.5,28.0135,PLT00068,Macon
5/27/2016,AKOS,72-21-W,56.25,6.2165,PLT00068,Macon
5/28/2016,AKOS,72-18-F,64.5,208.356,PLT00068,Macon
5/29/2016,AKOS,72-18-F,64.5,275.831,PLT00068,Macon
5/30/2016,AKOS,72-18-F,64.5,573.465,PLT00068,Macon
5/31/2016,AKOS,72-18-F,64.5,478.2065,PLT00068,Macon
6/1/2016,AKOS,72-18-F,64.5,45.7455,PLT00068,Macon
6/2/2016,AKOS,72-21-W,38.125,42.4715,PLT00068,Macon
6/3/2016,AKOS,72-18-F,64.5,68.3635,PLT00068,Macon
6/3/2016,AKOS,72-21-W,38.125,40.418,PLT00068,Macon
6/6/2016,AKOS,72-18-F,64.5,79.7405,PLT00068,Macon
6/7/2016,AKOS,72-18-F,64.5,251.3685,PLT00068,Macon
6/8/2016,AKOS,72-18-F,64.5,297.0425,PLT00068,Macon
6/9/2016,AKOS,72-18-F,64.5,228.275,PLT00068,Macon
6/11/2016,AKOS,72-18-F,64.5,733.1045,PLT00068,Macon
6/12/2016,AKOS,72-18-F,64.5,568.208,PLT00068,Macon
6/13/2016,AKOS,72-18-F,64.5,15.575,PLT00068,Macon
6/14/2016,AKOS,72-18-F,64.5,15.039,PLT00068,Macon
6/15/2016,AKOS,72-18-F,64.5,22.8325,PLT00068,Macon
6/16/2016,AKOS,72-18-F,64.5,92.2505,PLT00068,Macon
6/17/2016,AKOS,72-18-F,35.5,172.425,PLT00068,Macon
6/17/2016,AKOS,72-20-W,39,6.6815,PLT00068,Macon
6/18/2016,AKOS,72-18-F,35.5,166.9975,PLT00068,Macon
6/20/2016,AKOS,72-18-F,64.5,116.142,PLT00068,Macon
6/22/2016,AKOS,72-18-F,64.5,147.733,PLT00068,Macon
6/23/2016,AKOS,72-18-F,35.5,62.9135,PLT00068,Macon
6/24/2016,AKOS,72-21-W,56.25,129.1545,PLT00068,Macon
6/25/2016,AKOS,72-18-F,35.5,130.3395,PLT00068,Macon
6/25/2016,AKOS,72-18-F,64.5,135.725,PLT00068,Macon
6/25/2016,AKOS,72-20-W,39,8.5015,PLT00068,Macon
6/25/2016,AKOS,72-20-W,43.75,29.024,PLT00068,Macon
6/27/2016,AKOS,72-18-F,64.5,340.07,PLT00068,Macon
6/28/2016,AKOS,72-18-F,64.5,436.8855,PLT00068,Macon
6/29/2016,AKOS,72-18-F,64.5,322.4455,PLT00068,Macon
6/30/2016,AKOS,72-18-F,64.5,268.065,PLT00068,Macon
10/10/2015,AKOS,72-18-W,31.125,1.8485,PLT00070,Macon
1/21/2016,AKOS,72-18-W,32.375,78.1624695,PLT00070,Macon
1/22/2016,AKOS,72-18-W,32.375,40.7233525,PLT00070,Macon
3/31/2016,AKOS,72-18-W,31.125,3.642,PLT00070,Macon
7/2/2015,AKOS,72-18-W,31.125,89.725,PLT00070,Macon
7/3/2015,AKOS,72-18-W,31.125,22.31,PLT00070,Macon
7/8/2015,AKOS,72-18-W,31.125,109.748,PLT00070,Macon
7/9/2015,AKOS,72-18-W,31.125,63.1445,PLT00070,Macon
7/13/2015,AKOS,72-18-W,31.125,5.624,PLT00070,Macon
7/27/2015,AKOS,72-18-W,34.125,75.204,PLT00070,Macon
8/3/2015,AKOS,72-18-W,31.125,107.8715,PLT00070,Macon
8/4/2015,AKOS,72-18-W,31.125,43.1915,PLT00070,Macon
10/4/2015,AKOS,72-18-W,32.375,3.789,PLT00070,Macon
10/9/2015,AKOS,72-18-W,31.75,155.9855,PLT00070,Macon
10/10/2015,AKOS,72-18-W,31.125,86.8935,PLT00070,Macon
10/10/2015,AKOS,72-18-W,31.75,37.491,PLT00070,Macon
10/13/2015,AKOS,72-18-W,31.125,87.202,PLT00070,Macon
10/26/2015,AKOS,72-18-W,29.5,1.735,PLT00070,Macon
10/29/2015,AKOS,72-18-W,31.125,21.645,PLT00070,Macon
10/30/2015,AKOS,72-18-W,31.125,64.938,PLT00070,Macon
10/31/2015,AKOS,72-18-W,31.125,88.4475,PLT00070,Macon
11/1/2015,AKOS,72-18-W,31.125,63.4255,PLT00070,Macon
11/2/2015,AKOS,72-18-W,31.125,37.8515,PLT00070,Macon
11/11/2015,AKOS,72-18-W,31.75,1.8635,PLT00070,Macon
12/7/2015,AKOS,72-18-W,31.125,60.0545,PLT00070,Macon
12/9/2015,AKOS,72-18-W,31.125,18.2465,PLT00070,Macon
12/10/2015,AKOS,72-18-W,31.125,84.4545,PLT00070,Macon
12/10/2015,AKOS,72-18-W,45.25,26.4285,PLT00070,Macon
12/11/2015,AKOS,72-18-W,31.125,28.4895,PLT00070,Macon
12/12/2015,AKOS,72-18-W,31.125,10.792,PLT00070,Macon
12/13/2015,AKOS,72-18-W,31.125,280.191,PLT00070,Macon
12/14/2015,AKOS,72-18-W,31.125,19.8755,PLT00070,Macon
12/15/2015,AKOS,72-18-W,31.125,26.8585,PLT00070,Macon
1/4/2016,AKOS,72-18-W,31.125,63.133,PLT00070,Macon
1/4/2016,AKOS,72-18-W,35.875,39.9185,PLT00070,Macon
1/6/2016,AKOS,72-18-W,31.125,1.799,PLT00070,Macon
1/26/2016,AKOS,72-18-W,45.25,187.693,PLT00070,Macon
1/27/2016,AKOS,72-18-W,29.5,36.024,PLT00070,Macon
1/27/2016,AKOS,72-18-W,45.25,41.151,PLT00070,Macon
2/6/2016,AKOS,72-18-W,45.25,20.967,PLT00070,Macon
2/10/2016,AKOS,72-18-W,31.125,21.2265,PLT00070,Macon
2/11/2016,AKOS,72-18-W,31.125,22.0215,PLT00070,Macon
2/13/2016,AKOS,72-18-W,31.125,21.541,PLT00070,Macon
2/14/2016,AKOS,72-18-W,31.125,87.0985,PLT00070,Macon
2/15/2016,AKOS,72-18-W,31.125,108.055,PLT00070,Macon
2/16/2016,AKOS,72-18-W,31.125,39.2695,PLT00070,Macon
2/17/2016,AKOS,72-18-W,31.125,110.2635,PLT00070,Macon
2/20/2016,AKOS,72-18-W,29.5,22.219,PLT00070,Macon
2/27/2016,AKOS,72-18-W,31.125,64.793,PLT00070,Macon
2/28/2016,AKOS,72-18-W,31.125,21.558,PLT00070,Macon
3/2/2016,AKOS,72-18-W,31.125,86,PLT00070,Macon
3/2/2016,AKOS,72-18-W,35.875,62.156,PLT00070,Macon
3/3/2016,AKOS,72-18-W,35.875,41.5575,PLT00070,Macon
3/12/2016,AKOS,72-18-W,35.875,32.668,PLT00070,Macon
3/16/2016,AKOS,72-18-W,31.125,87.045,PLT00070,Macon
3/16/2016,AKOS,72-18-W,46.5,16.2515,PLT00070,Macon
3/17/2016,AKOS,72-18-W,31.125,43.443,PLT00070,Macon
3/26/2016,AKOS,72-18-W,31.125,64.3825,PLT00070,Macon
3/29/2016,AKOS,72-18-W,30.125,20.9585,PLT00070,Macon
3/29/2016,AKOS,72-18-W,45.25,124.172,PLT00070,Macon
3/30/2016,AKOS,72-18-W,30.125,35.663,PLT00070,Macon
3/30/2016,AKOS,72-18-W,45.25,83.3305,PLT00070,Macon
3/31/2016,AKOS,72-18-W,31.125,7.4185,PLT00070,Macon
4/1/2016,AKOS,72-18-W,31.125,14.6365,PLT00070,Macon
4/1/2016,AKOS,72-18-W,35.875,33.1985,PLT00070,Macon
4/6/2016,AKOS,72-18-W,37.75,43.672,PLT00070,Macon
4/11/2016,AKOS,72-18-W,31.125,86.627,PLT00070,Macon
4/12/2016,AKOS,72-18-W,31.125,86.525,PLT00070,Macon
4/12/2016,AKOS,72-20-W,41.25,21.005,PLT00070,Macon
4/15/2016,AKOS,72-21-W,62.875,7.047,PLT00070,Macon
4/20/2016,AKOS,72-18-W,37.75,21.903,PLT00070,Macon
4/21/2016,AKOS,72-18-W,36.1875,68.687,PLT00070,Macon
4/28/2016,AKOS,72-18-W,30.125,63.6495,PLT00070,Macon
4/29/2016,AKOS,72-18-W,30.125,63.3915,PLT00070,Macon
4/29/2016,AKOS,72-18-W,37.75,42.014,PLT00070,Macon
4/30/2016,AKOS,72-18-W,31.125,64.897,PLT00070,Macon
5/1/2016,AKOS,72-18-W,36.1875,105.713,PLT00070,Macon
5/1/2016,AKOS,72-18-W,45.25,103.1175,PLT00070,Macon
5/2/2016,AKOS,72-18-W,31.125,64.5485,PLT00070,Macon
5/3/2016,AKOS,72-18-W,31.125,1.8135,PLT00070,Macon
5/3/2016,AKOS,72-18-W,45.25,20.7085,PLT00070,Macon
5/4/2016,AKOS,72-18-W,31.125,43.415,PLT00070,Macon
5/5/2016,AKOS,72-18-W,31.125,21.52,PLT00070,Macon
5/5/2016,AKOS,72-18-W,42.75,22.101,PLT00070,Macon
5/10/2016,AKOS,72-18-W,46.5,24.5225,PLT00070,Macon
5/11/2016,AKOS,72-18-W,44.125,43.0175,PLT00070,Macon
5/11/2016,AKOS,72-20-W,41.25,34.901,PLT00070,Macon
5/16/2016,AKOS,72-18-W,45.25,125.2725,PLT00070,Macon
5/17/2016,AKOS,72-18-W,45.25,42.44,PLT00070,Macon
5/18/2016,AKOS,72-18-W,45.25,21.0675,PLT00070,Macon
5/26/2016,AKOS,72-18-W,31.125,42.917,PLT00070,Macon
5/27/2016,AKOS,72-18-W,30.125,21.2765,PLT00070,Macon
5/27/2016,AKOS,72-18-W,31.125,86.446,PLT00070,Macon
5/27/2016,AKOS,72-18-W,45.25,42.2745,PLT00070,Macon
5/28/2016,AKOS,72-18-W,30.125,63.08,PLT00070,Macon
5/28/2016,AKOS,72-18-W,31.125,64.6945,PLT00070,Macon
5/29/2016,AKOS,72-18-W,31.125,172.215,PLT00070,Macon
5/30/2016,AKOS,72-18-W,31.125,107.835,PLT00070,Macon
5/31/2016,AKOS,72-18-W,31.125,107.455,PLT00070,Macon
6/4/2016,AKOS,72-18-W,45.25,83.9755,PLT00070,Macon
6/5/2016,AKOS,72-18-W,45.25,42.2085,PLT00070,Macon
6/7/2016,AKOS,72-18-W,45.25,63.38,PLT00070,Macon
6/8/2016,AKOS,72-18-W,35.875,65.489,PLT00070,Macon
6/8/2016,AKOS,72-18-W,45.25,127.2915,PLT00070,Macon
6/10/2016,AKOS,72-18-W,44.125,19.94,PLT00070,Macon
6/10/2016,AKOS,72-18-W,46.5,21.6215,PLT00070,Macon
6/14/2016,AKOS,72-18-W,25.625,41.045,PLT00070,Macon
6/15/2016,AKOS,72-18-W,31.125,21.5905,PLT00070,Macon
6/20/2016,AKOS,72-18-W,31.125,107.187,PLT00070,Macon
6/21/2016,AKOS,72-18-W,25.625,36.3325,PLT00070,Macon
6/27/2016,AKOS,72-18-W,30.125,5.1155,PLT00070,Macon
6/28/2016,AKOS,72-18-W,37.75,21.9075,PLT00070,Macon
6/30/2016,AKOS,72-18-W,35.875,21.897,PLT00070,Macon
6/9/2016,AKOS,77-18-W,31.125,41.54,PLT00015,Macon
7/7/2015,AKOS,77-18-W,31.125,21.1695,PLT00042,Macon
7/8/2015,AKOS,77-18-W,31.125,18.9605,PLT00042,Macon
9/8/2015,AKOS,77-18-W,31.125,4.2225,PLT00042,Macon
9/11/2015,AKOS,77-18-W,31.125,2.099,PLT00042,Macon
9/12/2015,AKOS,77-18-W,31.125,2.1235,PLT00042,Macon
9/2/2015,AKOS,77-21-W,61,24.1575,PLT00068,Macon
9/24/2015,AKOS,77-21-W,61,39.532,PLT00068,Macon
10/1/2015,AKOS,77-21-W,61,11.9275,PLT00068,Macon
12/7/2015,AKOS,77-21-W,61,39.8905,PLT00068,Macon
12/8/2015,AKOS,77-21-W,61,7.9985,PLT00068,Macon
12/9/2015,AKOS,77-21-W,61,8.032,PLT00068,Macon
1/11/2016,AKOS,77-21-W,61,63.782,PLT00068,Macon
2/18/2016,AKOS,77-21-W,61,51.452,PLT00068,Macon
3/11/2016,AKOS,77-21-W,61,3.853,PLT00068,Macon
5/15/2016,AKOS,77-21-W,61,11.878,PLT00068,Macon
5/21/2016,AKOS,77-21-W,61,16.069,PLT00068,Macon
6/16/2016,AKOS,77-21-W,61,39.738,PLT00068,Macon
6/17/2016,AKOS,77-21-W,61,7.9595,PLT00068,Macon
7/1/2015,AKOS,77-18-W,61,552.5885,PLT00068,Macon
7/2/2015,AKOS,77-18-W,61,248.6065,PLT00068,Macon
7/3/2015,AKOS,77-18-W,61,705.055,PLT00068,Macon
7/4/2015,AKOS,77-18-W,61,437.6475,PLT00068,Macon
7/7/2015,AKOS,77-18-W,61,409.6215,PLT00068,Macon
7/8/2015,AKOS,77-18-W,61,166.867,PLT00068,Macon
7/10/2015,AKOS,77-18-W,61,463.6235,PLT00068,Macon
7/11/2015,AKOS,77-18-W,61,41.5655,PLT00068,Macon
7/12/2015,AKOS,77-18-W,61,808.914,PLT00068,Macon
7/13/2015,AKOS,77-18-W,61,291.9045,PLT00068,Macon
7/14/2015,AKOS,77-18-W,61,144.4155,PLT00068,Macon
7/16/2015,AKOS,77-18-W,61,640.588,PLT00068,Macon
7/17/2015,AKOS,77-18-W,61,224.4235,PLT00068,Macon
7/19/2015,AKOS,77-18-W,61,498.6035,PLT00068,Macon
7/20/2015,AKOS,77-18-W,61,79.207,PLT00068,Macon
7/21/2015,AKOS,77-18-W,61,692.208,PLT00068,Macon
7/22/2015,AKOS,77-18-W,61,104.2455,PLT00068,Macon
7/23/2015,AKOS,77-18-W,61,447.997,PLT00068,Macon
7/26/2015,AKOS,77-18-W,61,651.7785,PLT00068,Macon
7/27/2015,AKOS,77-18-W,61,475.143,PLT00068,Macon
7/28/2015,AKOS,77-18-W,61,194.657,PLT00068,Macon
7/29/2015,AKOS,77-18-W,61,206.227,PLT00068,Macon
7/30/2015,AKOS,77-18-W,61,797.6455,PLT00068,Macon
7/31/2015,AKOS,77-18-W,61,267.761,PLT00068,Macon
8/2/2015,AKOS,77-18-W,61,306.81,PLT00068,Macon
8/3/2015,AKOS,77-18-W,61,219.465,PLT00068,Macon
8/4/2015,AKOS,77-18-W,61,204.4155,PLT00068,Macon
8/5/2015,AKOS,77-18-W,61,699.9255,PLT00068,Macon
8/6/2015,AKOS,77-18-W,61,287.79,PLT00068,Macon
8/7/2015,AKOS,77-18-W,61,122.6625,PLT00068,Macon
8/8/2015,AKOS,77-18-W,61,103.4215,PLT00068,Macon
8/9/2015,AKOS,77-18-W,61,369.9115,PLT00068,Macon
8/10/2015,AKOS,77-18-W,61,81.455,PLT00068,Macon
8/11/2015,AKOS,77-18-W,61,535.091,PLT00068,Macon
8/12/2015,AKOS,77-18-W,61,144.267,PLT00068,Macon
8/13/2015,AKOS,77-18-W,61,91.9855,PLT00068,Macon
8/14/2015,AKOS,77-18-W,61,371.071,PLT00068,Macon
8/15/2015,AKOS,77-18-W,61,82.6735,PLT00068,Macon
8/16/2015,AKOS,77-18-W,61,399.327,PLT00068,Macon
8/17/2015,AKOS,77-18-W,61,495.3355,PLT00068,Macon
8/18/2015,AKOS,77-18-W,61,20.1805,PLT00068,Macon
8/19/2015,AKOS,77-18-W,61,627.3085,PLT00068,Macon
8/20/2015,AKOS,77-18-W,61,320.2005,PLT00068,Macon
8/21/2015,AKOS,77-18-W,61,119.6065,PLT00068,Macon
8/22/2015,AKOS,77-18-W,61,261.9315,PLT00068,Macon
8/23/2015,AKOS,77-18-W,61,564.671,PLT00068,Macon
8/24/2015,AKOS,77-18-W,61,528.596,PLT00068,Macon
8/25/2015,AKOS,77-18-W,61,74.274,PLT00068,Macon
8/26/2015,AKOS,77-18-W,61,16.4025,PLT00068,Macon
8/27/2015,AKOS,77-18-W,61,465.4575,PLT00068,Macon
8/28/2015,AKOS,77-18-W,61,463.8715,PLT00068,Macon
8/29/2015,AKOS,77-18-W,61,298.1145,PLT00068,Macon
8/31/2015,AKOS,77-18-W,61,177.8915,PLT00068,Macon
9/1/2015,AKOS,77-18-W,61,833.99,PLT00068,Macon
9/2/2015,AKOS,77-18-W,61,81.385,PLT00068,Macon
9/3/2015,AKOS,77-18-W,61,469.561,PLT00068,Macon
9/4/2015,AKOS,77-18-W,61,102.621,PLT00068,Macon
9/5/2015,AKOS,77-18-W,61,406.2265,PLT00068,Macon
9/6/2015,AKOS,77-18-W,61,246.064,PLT00068,Macon
9/7/2015,AKOS,77-18-W,61,383.4325,PLT00068,Macon
9/11/2015,AKOS,77-18-W,61,473.6025,PLT00068,Macon
9/12/2015,AKOS,77-18-W,61,283.6295,PLT00068,Macon
9/13/2015,AKOS,77-18-W,61,79.533,PLT00068,Macon
9/14/2015,AKOS,77-18-W,61,303.269,PLT00068,Macon
9/15/2015,AKOS,77-18-W,61,445.1945,PLT00068,Macon
9/16/2015,AKOS,77-18-W,61,513.0535,PLT00068,Macon
9/17/2015,AKOS,77-18-W,61,507.925,PLT00068,Macon
9/18/2015,AKOS,77-18-W,61,348.414,PLT00068,Macon
9/19/2015,AKOS,77-18-W,61,206.803,PLT00068,Macon
9/20/2015,AKOS,77-18-W,61,124.5465,PLT00068,Macon
9/21/2015,AKOS,77-18-W,61,203.6075,PLT00068,Macon
9/23/2015,AKOS,77-18-W,61,376.65,PLT00068,Macon
9/24/2015,AKOS,77-18-W,61,499.8425,PLT00068,Macon
9/25/2015,AKOS,77-18-W,61,283.6105,PLT00068,Macon
9/26/2015,AKOS,77-18-W,61,178.6545,PLT00068,Macon
9/28/2015,AKOS,77-18-W,61,613.0665,PLT00068,Macon
9/29/2015,AKOS,77-18-W,61,40.742,PLT00068,Macon
9/30/2015,AKOS,77-18-W,61,281.2735,PLT00068,Macon
10/1/2015,AKOS,77-18-W,61,448.569,PLT00068,Macon
10/2/2015,AKOS,77-18-W,61,285.9105,PLT00068,Macon
10/3/2015,AKOS,77-18-W,61,472.035,PLT00068,Macon
10/4/2015,AKOS,77-18-W,61,61.419,PLT00068,Macon
10/5/2015,AKOS,77-18-W,61,590.5765,PLT00068,Macon
10/6/2015,AKOS,77-18-W,61,158.0975,PLT00068,Macon
10/7/2015,AKOS,77-18-W,61,494.4845,PLT00068,Macon
10/8/2015,AKOS,77-18-W,61,304.8775,PLT00068,Macon
10/9/2015,AKOS,77-18-W,61,298.067,PLT00068,Macon
10/10/2015,AKOS,77-18-W,61,419.502,PLT00068,Macon
10/11/2015,AKOS,77-18-W,61,604.61,PLT00068,Macon
10/12/2015,AKOS,77-18-W,61,8.1115,PLT00068,Macon
10/13/2015,AKOS,77-18-W,61,467.3335,PLT00068,Macon
10/14/2015,AKOS,77-18-W,61,441.0675,PLT00068,Macon
10/15/2015,AKOS,77-18-W,61,354.8915,PLT00068,Macon
10/16/2015,AKOS,77-18-W,61,70.311,PLT00068,Macon
10/18/2015,AKOS,77-18-W,61,191.943,PLT00068,Macon
10/19/2015,AKOS,77-18-W,61,203.717,PLT00068,Macon
10/20/2015,AKOS,77-18-W,61,71.671,PLT00068,Macon
10/21/2015,AKOS,77-18-W,61,60.2475,PLT00068,Macon
10/22/2015,AKOS,77-18-W,61,421.0155,PLT00068,Macon
10/23/2015,AKOS,77-18-W,61,508.417,PLT00068,Macon
10/25/2015,AKOS,77-18-W,61,20.4605,PLT00068,Macon
10/26/2015,AKOS,77-18-W,61,180.4815,PLT00068,Macon
10/27/2015,AKOS,77-18-W,61,247.5575,PLT00068,Macon
10/28/2015,AKOS,77-18-W,61,721.121,PLT00068,Macon
10/29/2015,AKOS,77-18-W,61,498.423,PLT00068,Macon
10/30/2015,AKOS,77-18-W,61,265.528,PLT00068,Macon
10/31/2015,AKOS,77-18-W,61,503.308,PLT00068,Macon
11/1/2015,AKOS,77-18-W,61,476.773,PLT00068,Macon
11/2/2015,AKOS,77-18-W,61,228.2745,PLT00068,Macon
11/3/2015,AKOS,77-18-W,61,16.491,PLT00068,Macon
